Column 3	Column 4
INFO  	BspService:748 - getApplicationAttempt: Node /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir already exists!
INFO  	BspService:931 - process: Asynchronous connection complete.
INFO  	DiskBackedPartitionStore:187 - giraph.maxSticky parameter unset or improperly set resetting to automatically computed value.
INFO  	DiskBackedPartitionStore:208 - DiskBackedPartitionStore with maxInMemoryPartitions=10, isStaticGraph=false
INFO  	BspService:685 - getJobState: Job state already exists (/_hadoopBsp/job-1453140158931-0001/_masterJobState)
INFO  	BspService:976 - process: applicationAttemptChanged signaled
INFO  	NettyServer:183 - NettyServer: Using execution group with 8 threads for requestFrameDecoder.
WARN  	NettyServer:366 - start: Likely failed to bind on attempt 0 to port 30002
INFO  	NettyServer:379 - start: Started server communication server: /127.0.0.1:30012 with up to 16 threads on bind attempt 1 with sendBufferSize = 32768 receiveBufferSize = 524288
INFO  	NettyClient:241 - NettyClient: Using execution handler with 8 threads after request-encoder.
INFO  	GraphTaskManager:609 - setup: Registering health of this worker...
INFO  	WorkerEmulator:69 - *****************taskIndex=2********************
INFO  	GraphTaskManager:627 - setup: Log level remains at info
INFO  	GraphTaskManager:596 - setup: Starting up BspServiceMaster (master thread)...
INFO  	BspService:342 - BspService: Path to create to halt is /_hadoopBsp/job-1453140158931-0001/_haltComputation
INFO  	BspService:345 - BspService: Connecting to ZooKeeper with job job-1453140158931-0001, 3 on localhost:2181
INFO  	BspService:685 - getJobState: Job state already exists (/_hadoopBsp/job-1453140158931-0001/_masterJobState)
INFO  	BspServiceMaster:888 - becomeMaster: First child is '/_hadoopBsp/job-1453140158931-0001/_masterElectionDir/127.0.0.1_10000000000' and my bid is '/_hadoopBsp/job-1453140158931-0001/_masterElectionDir/127.0.0.1_20000000001'
INFO  	BspServiceMaster:920 - becomeMaster: Waiting to become the master...
INFO  	BspService:796 - getApplicationAttempt: Node /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir already exists!
INFO  	BspService:931 - process: Asynchronous connection complete.
INFO  	GraphTaskManager:605 - setup: Starting up BspServiceWorker...
INFO  	BspService:342 - BspService: Path to create to halt is /_hadoopBsp/job-1453140158931-0001/_haltComputation
INFO  	BspService:345 - BspService: Connecting to ZooKeeper with job job-1453140158931-0001, 3 on localhost:2181
INFO  	BspService:748 - getApplicationAttempt: Node /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir already exists!
INFO  	BspService:983 - process: masterElectionChildrenChanged signaled
INFO  	BspService:931 - process: Asynchronous connection complete.
INFO  	DiskBackedPartitionStore:187 - giraph.maxSticky parameter unset or improperly set resetting to automatically computed value.
INFO  	DiskBackedPartitionStore:208 - DiskBackedPartitionStore with maxInMemoryPartitions=10, isStaticGraph=false
INFO  	NettyServer:183 - NettyServer: Using execution group with 8 threads for requestFrameDecoder.
INFO  	NettyServer:379 - start: Started server communication server: /127.0.0.1:30003 with up to 16 threads on bind attempt 0 with sendBufferSize = 32768 receiveBufferSize = 524288
INFO  	NettyClient:241 - NettyClient: Using execution handler with 8 threads after request-encoder.
INFO  	GraphTaskManager:609 - setup: Registering health of this worker...
INFO  	WorkerEmulator:69 - *****************taskIndex=3********************
INFO  	BspService:685 - getJobState: Job state already exists (/_hadoopBsp/job-1453140158931-0001/_masterJobState)
INFO  	BspService:685 - getJobState: Job state already exists (/_hadoopBsp/job-1453140158931-0001/_masterJobState)
INFO  	BspService:685 - getJobState: Job state already exists (/_hadoopBsp/job-1453140158931-0001/_masterJobState)
INFO  	BspService:796 - getApplicationAttempt: Node /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir already exists!
INFO  	BspServiceMaster:888 - becomeMaster: First child is '/_hadoopBsp/job-1453140158931-0001/_masterElectionDir/127.0.0.1_10000000000' and my bid is '/_hadoopBsp/job-1453140158931-0001/_masterElectionDir/127.0.0.1_30000000002'
INFO  	BspServiceMaster:920 - becomeMaster: Waiting to become the master...
INFO  	BspServiceMaster:888 - becomeMaster: First child is '/_hadoopBsp/job-1453140158931-0001/_masterElectionDir/127.0.0.1_10000000000' and my bid is '/_hadoopBsp/job-1453140158931-0001/_masterElectionDir/127.0.0.1_20000000001'
INFO  	BspServiceMaster:920 - becomeMaster: Waiting to become the master...
INFO  	BspService:748 - getApplicationAttempt: Node /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir already exists!
INFO  	BspService:796 - getApplicationAttempt: Node /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir already exists!
WARN  	BspService:997 - process: Unknown and unprocessed event (path=/_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir, type=NodeChildrenChanged, state=SyncConnected)
WARN  	BspService:997 - process: Unknown and unprocessed event (path=/_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir, type=NodeChildrenChanged, state=SyncConnected)
WARN  	BspService:997 - process: Unknown and unprocessed event (path=/_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir, type=NodeChildrenChanged, state=SyncConnected)
INFO  	BspServiceWorker:766 - registerHealth: Created my health node for attempt=0, superstep=-1 with /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/-1/_workerHealthyDir/127.0.0.1_3 and workerInfo= Worker(hostname=127.0.0.1, MRtaskID=3, port=30003)
INFO  	BspServiceWorker:766 - registerHealth: Created my health node for attempt=0, superstep=-1 with /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/-1/_workerHealthyDir/127.0.0.1_1 and workerInfo= Worker(hostname=127.0.0.1, MRtaskID=1, port=30011)
INFO  	BspServiceWorker:766 - registerHealth: Created my health node for attempt=0, superstep=-1 with /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/-1/_workerHealthyDir/127.0.0.1_2 and workerInfo= Worker(hostname=127.0.0.1, MRtaskID=2, port=30012)
INFO  	GiraphFileInputFormat:273 - Total input paths to process : 1
WARN  	NativeCodeLoader:52 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
WARN  	LoadSnappy:46 - Snappy native library not loaded
INFO  	BspServiceMaster:350 - generateVertexInputSplits: Got 1 input splits for 3 input threads
WARN  	BspServiceMaster:655 - createVertexInputSplits: Number of inputSplits=1 < 3=total number of input threads, some threads will be not used
INFO  	BspServiceMaster:666 - createVertexInputSplits: Starting to write input split data to zookeeper with 1 threads
INFO  	BspServiceMaster:681 - createVertexInputSplits: Done writing input split data to zookeeper
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyClient:477 - connectAllAddresses: Successfully added 3 connections, (3 total connected) 0 failed, 0 failures total.
INFO  	PartitionUtils:199 - computePartitionCount: Creating 9, default would have been 9 partitions.
INFO  	BspService:961 - process: partitionAssignmentsReadyChanged (partitions are assigned)
INFO  	BspService:961 - process: partitionAssignmentsReadyChanged (partitions are assigned)
INFO  	BspService:961 - process: partitionAssignmentsReadyChanged (partitions are assigned)
INFO  	BspServiceWorker:842 - startSuperstep: Master(hostname=127.0.0.1, MRtaskID=1, port=30021)
INFO  	BspServiceWorker:842 - startSuperstep: Master(hostname=127.0.0.1, MRtaskID=1, port=30021)
INFO  	BspServiceWorker:843 - startSuperstep: Ready for computation on superstep -1 since worker selection and vertex range assignments are done in /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/-1/_addressesAndPartitions
INFO  	BspServiceWorker:842 - startSuperstep: Master(hostname=127.0.0.1, MRtaskID=1, port=30021)
INFO  	BspServiceWorker:843 - startSuperstep: Ready for computation on superstep -1 since worker selection and vertex range assignments are done in /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/-1/_addressesAndPartitions
INFO  	BspServiceWorker:843 - startSuperstep: Ready for computation on superstep -1 since worker selection and vertex range assignments are done in /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/-1/_addressesAndPartitions
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:319 - Using Netty without authentication.
INFO  	NettyClient:477 - connectAllAddresses: Successfully added 3 connections, (3 total connected) 0 failed, 0 failures total.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyClient:477 - connectAllAddresses: Successfully added 3 connections, (3 total connected) 0 failed, 0 failures total.
INFO  	NettyClient:477 - connectAllAddresses: Successfully added 3 connections, (3 total connected) 0 failed, 0 failures total.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	NettyServer:284 - start: Using Netty without authentication.
INFO  	RequestDecoder:74 - decode: Server window metrics MBytes/sec received = 0, MBytesReceived = 0.0001, ave received req MBytes = 0.0001, secs waited = 1.45314022E9
INFO  	RequestDecoder:74 - decode: Server window metrics MBytes/sec received = 0, MBytesReceived = 0.0001, ave received req MBytes = 0.0001, secs waited = 1.45314022E9
INFO  	RequestDecoder:74 - decode: Server window metrics MBytes/sec received = 0, MBytesReceived = 0.0001, ave received req MBytes = 0.0001, secs waited = 1.45314022E9
INFO  	BspServiceWorker:311 - loadInputSplits: Using 1 thread(s), originally 1 threads(s) for 1 total splits.
INFO  	BspServiceWorker:311 - loadInputSplits: Using 1 thread(s), originally 1 threads(s) for 1 total splits.
INFO  	BspServiceWorker:311 - loadInputSplits: Using 1 thread(s), originally 1 threads(s) for 1 total splits.
INFO  	InputSplitsHandler:125 - reserveInputSplit: Reserved input split path /_hadoopBsp/job-1453140158931-0001/_vertexInputSplitDir/0, overall roughly 0.0% input splits reserved
INFO  	InputSplitsHandler:133 - reserveInputSplit: Couldn't reserve (already reserved) inputSplit at /_hadoopBsp/job-1453140158931-0001/_vertexInputSplitDir/0/_vertexInputSplitReserved
INFO  	InputSplitsHandler:133 - reserveInputSplit: Couldn't reserve (already reserved) inputSplit at /_hadoopBsp/job-1453140158931-0001/_vertexInputSplitDir/0/_vertexInputSplitReserved
INFO  	InputSplitsCallable:307 - getInputSplit: Reserved /_hadoopBsp/job-1453140158931-0001/_vertexInputSplitDir/0 from ZooKeeper and got input split 'file:/home/faisal/git/GiraphDemoRunner/_bsp/tiny_graph.txt:0+111'
INFO  	InputSplitsCallable:235 - call: Loaded 0 input splits in 0.016577646 secs, (v=0, e=0) 0.0 vertices/sec, 0.0 edges/sec
INFO  	InputSplitsCallable:235 - call: Loaded 0 input splits in 0.016577827 secs, (v=0, e=0) 0.0 vertices/sec, 0.0 edges/sec
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.001, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.025
INFO  	BspServiceWorker:661 - setup: Finally loaded a total of (v=0, e=0)
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0009, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.026
INFO  	BspServiceWorker:661 - setup: Finally loaded a total of (v=0, e=0)
INFO  	BspServiceMaster:1374 - barrierOnWorkerList: 2 out of 3 workers finished on superstep -1 on path /_hadoopBsp/job-1453140158931-0001/_vertexInputSplitDoneDir
INFO  	BspServiceMaster:1383 - barrierOnWorkerList: Waiting on [127.0.0.1_2]
INFO  	InputSplitsCallable:269 - loadFromInputSplit: Finished loading /_hadoopBsp/job-1453140158931-0001/_vertexInputSplitDir/0 (v=5, e=12)
INFO  	InputSplitsCallable:235 - call: Loaded 1 input splits in 0.038949262 secs, (v=5, e=12) 128.37213 vertices/sec, 308.09314 edges/sec
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0124, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.002
INFO  	BspServiceWorker:661 - setup: Finally loaded a total of (v=5, e=12)
INFO  	BspService:1118 - process: vertexInputSplitsAllDoneChanged (all vertices sent from input splits)
INFO  	BspService:1118 - process: vertexInputSplitsAllDoneChanged (all vertices sent from input splits)
INFO  	BspService:1118 - process: vertexInputSplitsAllDoneChanged (all vertices sent from input splits)
INFO  	BspServiceMaster:1374 - barrierOnWorkerList: 0 out of 3 workers finished on superstep -1 on path /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/-1/_workerFinishedDir
INFO  	BspServiceMaster:1383 - barrierOnWorkerList: Waiting on [127.0.0.1_1, 127.0.0.1_3, 127.0.0.1_2]
INFO  	BspServiceWorker:979 - finishSuperstep: Waiting on all requests, superstep -1 Memory (free/total/max) = 172.24M / 236.00M / 3499.00M
INFO  	BspServiceWorker:979 - finishSuperstep: Waiting on all requests, superstep -1 Memory (free/total/max) = 172.24M / 236.00M / 3499.00M
INFO  	BspServiceWorker:979 - finishSuperstep: Waiting on all requests, superstep -1 Memory (free/total/max) = 172.24M / 236.00M / 3499.00M
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.001, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.024
INFO  	WorkerAggregatorHandler:173 - finishSuperstep: Start gathering aggregators, workers will send their aggregated values once they are done with superstep computation
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0003, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.074
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0003, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.075
INFO  	WorkerAggregatorHandler:173 - finishSuperstep: Start gathering aggregators, workers will send their aggregated values once they are done with superstep computation
INFO  	WorkerAggregatorHandler:173 - finishSuperstep: Start gathering aggregators, workers will send their aggregated values once they are done with superstep computation
INFO  	RequestDecoder:74 - decode: Server window metrics MBytes/sec received = 0, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 1.45314022E9
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0062, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.001
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0074, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.004
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0074, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.004
INFO  	BspServiceWorker:909 - finishSuperstep: Superstep -1, messages = 0 , message bytes = 0 , Memory (free/total/max) = 170.06M / 236.00M / 3499.00M
INFO  	BspServiceWorker:909 - finishSuperstep: Superstep -1, messages = 0 , message bytes = 0 , Memory (free/total/max) = 170.06M / 236.00M / 3499.00M
INFO  	BspServiceWorker:909 - finishSuperstep: Superstep -1, messages = 0 , message bytes = 0 , Memory (free/total/max) = 170.06M / 236.00M / 3499.00M
INFO  	BspServiceWorker:70 - finishSuperstep: (waiting for rest of workers) ALL_EXCEPT_ZOOKEEPER - Attempt=0, Superstep=-1
INFO  	BspServiceWorker:70 - finishSuperstep: (waiting for rest of workers) ALL_EXCEPT_ZOOKEEPER - Attempt=0, Superstep=-1
INFO  	BspServiceWorker:70 - finishSuperstep: (waiting for rest of workers) ALL_EXCEPT_ZOOKEEPER - Attempt=0, Superstep=-1
INFO  	BspServiceMaster:1027 - aggregateWorkerStats: Aggregation found (vtx=5,finVtx=0,edges=12,msgCount=0,msgBytesCount=0,haltComputation=false, checkpointStatus=NONE) on superstep = -1
INFO  	BspService:969 - process: superstepFinished signaled
INFO  	MasterThread:130 - masterThread: Coordination of superstep -1 took 0.161 seconds ended with state THIS_SUPERSTEP_DONE and is now on superstep 0
INFO  	BspService:969 - process: superstepFinished signaled
INFO  	BspService:969 - process: superstepFinished signaled
INFO  	BspServiceWorker:939 - finishSuperstep: Completed superstep -1 with global stats (vtx=5,finVtx=0,edges=12,msgCount=0,msgBytesCount=0,haltComputation=false, checkpointStatus=NONE) and classes (computation=org.apache.giraph.examples.SimpleShortestPathsComputation,combiner=null,incoming=null,outgoing=null)
INFO  	BspServiceWorker:939 - finishSuperstep: Completed superstep -1 with global stats (vtx=5,finVtx=0,edges=12,msgCount=0,msgBytesCount=0,haltComputation=false, checkpointStatus=NONE) and classes (computation=org.apache.giraph.examples.SimpleShortestPathsComputation,combiner=null,incoming=null,outgoing=null)
INFO  	InMemoryMessageStoreFactory:173 - newStore: Created class org.apache.giraph.comm.messages.primitives.long_id.LongByteArrayMessageStore for vertex id class org.apache.hadoop.io.LongWritable and message value class org.apache.hadoop.io.DoubleWritable and no combiner
INFO  	BspServiceWorker:939 - finishSuperstep: Completed superstep -1 with global stats (vtx=5,finVtx=0,edges=12,msgCount=0,msgBytesCount=0,haltComputation=false, checkpointStatus=NONE) and classes (computation=org.apache.giraph.examples.SimpleShortestPathsComputation,combiner=null,incoming=null,outgoing=null)
INFO  	InMemoryMessageStoreFactory:173 - newStore: Created class org.apache.giraph.comm.messages.primitives.long_id.LongByteArrayMessageStore for vertex id class org.apache.hadoop.io.LongWritable and message value class org.apache.hadoop.io.DoubleWritable and no combiner
INFO  	InMemoryMessageStoreFactory:173 - newStore: Created class org.apache.giraph.comm.messages.primitives.long_id.LongByteArrayMessageStore for vertex id class org.apache.hadoop.io.LongWritable and message value class org.apache.hadoop.io.DoubleWritable and no combiner
INFO  	InMemoryMessageStoreFactory:173 - newStore: Created class org.apache.giraph.comm.messages.primitives.long_id.LongByteArrayMessageStore for vertex id class org.apache.hadoop.io.LongWritable and message value class org.apache.hadoop.io.DoubleWritable and no combiner
INFO  	InMemoryMessageStoreFactory:173 - newStore: Created class org.apache.giraph.comm.messages.primitives.long_id.LongByteArrayMessageStore for vertex id class org.apache.hadoop.io.LongWritable and message value class org.apache.hadoop.io.DoubleWritable and no combiner
INFO  	InMemoryMessageStoreFactory:173 - newStore: Created class org.apache.giraph.comm.messages.primitives.long_id.LongByteArrayMessageStore for vertex id class org.apache.hadoop.io.LongWritable and message value class org.apache.hadoop.io.DoubleWritable and no combiner
WARN  	BspService:997 - process: Unknown and unprocessed event (path=/_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir, type=NodeChildrenChanged, state=SyncConnected)
INFO  	BspServiceWorker:766 - registerHealth: Created my health node for attempt=0, superstep=0 with /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/0/_workerHealthyDir/127.0.0.1_2 and workerInfo= Worker(hostname=127.0.0.1, MRtaskID=2, port=30012)
INFO  	BspServiceWorker:766 - registerHealth: Created my health node for attempt=0, superstep=0 with /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/0/_workerHealthyDir/127.0.0.1_3 and workerInfo= Worker(hostname=127.0.0.1, MRtaskID=3, port=30003)
INFO  	BspServiceWorker:766 - registerHealth: Created my health node for attempt=0, superstep=0 with /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/0/_workerHealthyDir/127.0.0.1_1 and workerInfo= Worker(hostname=127.0.0.1, MRtaskID=1, port=30011)
INFO  	NettyClient:477 - connectAllAddresses: Successfully added 0 connections, (0 total connected) 0 failed, 0 failures total.
INFO  	PartitionBalancer:220 - balancePartitionsAcrossWorkers: Using algorithm static
INFO  	PartitionUtils:143 - analyzePartitionStats: [Worker(hostname=127.0.0.1, MRtaskID=2, port=30012):(v=2, e=5),Worker(hostname=127.0.0.1, MRtaskID=1, port=30011):(v=2, e=5),Worker(hostname=127.0.0.1, MRtaskID=3, port=30003):(v=1, e=2),]
INFO  	PartitionUtils:145 - analyzePartitionStats: Vertices - Mean: 1, Min: Worker(hostname=127.0.0.1, MRtaskID=3, port=30003) - 1, Max: Worker(hostname=127.0.0.1, MRtaskID=1, port=30011) - 2
INFO  	PartitionUtils:157 - analyzePartitionStats: Edges - Mean: 4, Min: Worker(hostname=127.0.0.1, MRtaskID=3, port=30003) - 2, Max: Worker(hostname=127.0.0.1, MRtaskID=1, port=30011) - 5
INFO  	BspService:961 - process: partitionAssignmentsReadyChanged (partitions are assigned)
INFO  	BspService:961 - process: partitionAssignmentsReadyChanged (partitions are assigned)
INFO  	BspService:961 - process: partitionAssignmentsReadyChanged (partitions are assigned)
INFO  	BspServiceWorker:842 - startSuperstep: Master(hostname=127.0.0.1, MRtaskID=1, port=30021)
INFO  	BspServiceWorker:843 - startSuperstep: Ready for computation on superstep 0 since worker selection and vertex range assignments are done in /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/0/_addressesAndPartitions
INFO  	BspServiceWorker:842 - startSuperstep: Master(hostname=127.0.0.1, MRtaskID=1, port=30021)
INFO  	BspServiceWorker:842 - startSuperstep: Master(hostname=127.0.0.1, MRtaskID=1, port=30021)
INFO  	NettyClient:477 - connectAllAddresses: Successfully added 0 connections, (0 total connected) 0 failed, 0 failures total.
INFO  	BspServiceWorker:843 - startSuperstep: Ready for computation on superstep 0 since worker selection and vertex range assignments are done in /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/0/_addressesAndPartitions
INFO  	NettyClient:477 - connectAllAddresses: Successfully added 0 connections, (0 total connected) 0 failed, 0 failures total.
INFO  	BspServiceWorker:843 - startSuperstep: Ready for computation on superstep 0 since worker selection and vertex range assignments are done in /_hadoopBsp/job-1453140158931-0001/_applicationAttemptsDir/0/_superstepDir/0/_addressesAndPartitions
INFO  	NettyClient:477 - connectAllAddresses: Successfully added 0 connections, (0 total connected) 0 failed, 0 failures total.
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0001, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.154
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0002, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.157
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0002, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.158
INFO  	BspServiceWorker:1768 - sendWorkerPartitions: Done sending all my partitions.
INFO  	BspServiceWorker:1768 - sendWorkerPartitions: Done sending all my partitions.
INFO  	BspServiceWorker:1768 - sendWorkerPartitions: Done sending all my partitions.
INFO  	BspServiceWorker:1833 - exchangeVertexPartitions: Done with exchange.
INFO  	BspServiceWorker:1833 - exchangeVertexPartitions: Done with exchange.
INFO  	BspServiceWorker:1833 - exchangeVertexPartitions: Done with exchange.
INFO  	GraphTaskManager:328 - execute: 3 partitions to process with 1 compute thread(s), originally 1 thread(s) on superstep 0
INFO  	GraphTaskManager:328 - execute: 3 partitions to process with 1 compute thread(s), originally 1 thread(s) on superstep 0
INFO  	GraphTaskManager:328 - execute: 3 partitions to process with 1 compute thread(s), originally 1 thread(s) on superstep 0
INFO  	ComputeCallable:194 - call: Computation took 0.002111269 secs for 3 partitions on superstep 0.  Flushing started
INFO  	ComputeCallable:194 - call: Computation took 0.002287112 secs for 3 partitions on superstep 0.  Flushing started
INFO  	BspServiceWorker:979 - finishSuperstep: Waiting on all requests, superstep 0 Memory (free/total/max) = 222.24M / 236.00M / 3499.00M
INFO  	BspServiceWorker:979 - finishSuperstep: Waiting on all requests, superstep 0 Memory (free/total/max) = 222.24M / 236.00M / 3499.00M
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0041, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.005
INFO  	NettyClient:724 - waitAllRequests: Finished all requests. MBytes/sec received = 0.0041, MBytesReceived = 0, ave received req MBytes = 0, secs waited = 0.005
